"InvoiceID","PayerAccountId","LinkedAccountId","RecordType","RecordID","BillingPeriodStartDate","BillingPeriodEndDate","InvoiceDate","PayerAccountName","LinkedAccountName","TaxationAddress","PayerPONumber","ProductCode","ProductName","SellerOfRecord","UsageType","Operation","RateId","ItemDescription","UsageStartDate","UsageEndDate","UsageQuantity","BlendedRate","CurrencyCode","CostBeforeTax","Credits","TaxAmount","TaxType","TotalCost"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AWSSupportBusiness","AWS Support (Business)","Amazon Web Services, Inc.","","","","Adjustment for previously charged amount","2016/09/01 0:00:00","2016/09/30 23:59:59","0","","USD","-100","0","-8.000076","CT","-108.000076"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonKinesis","Amazon Kinesis","Amazon Web Services, Inc.","APN1-Storage-ShardHour","shardHourStorage","","$0.0195 per provisioned shard-hour","2016/09/01 0:00:00","2016/09/30 23:59:59","9501.001944","","USD","185.27","0","14.83","CT","200.1"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonCloudFront","Amazon CloudFront","Amazon Web Services, Inc.","IN-Requests-Tier1","","","$0.0090 per 10,000 HTTP Requests (India)","2016/09/01 0:00:00","2016/09/30 23:59:59","224428","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonElastiCache","Amazon ElastiCache","Amazon Web Services, Inc.","APN1-NodeUsage:cache.t2.micro","CreateCacheCluster:0001","","$0.026 per T2 Micro Cache node-hour (or partial hour) running Memcached","2016/09/01 0:00:00","2016/09/30 23:59:59","5535","","USD","143.91","0","11.52","CT","155.43"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-BoxUsage:c4.8xlarge","RunInstances","","$2.122 per On Demand Linux c4.8xlarge Instance Hour","2016/09/01 0:00:00","2016/09/30 23:59:59","720","","USD","1527.84","0","122.23","CT","1650.07"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-BoxUsage:t2.micro","RunInstances","","USD 0.0 per Linux/UNIX (Amazon VPC), t2.micro instance-hour (or partial hour)","2016/09/01 0:00:00","2016/09/30 23:59:59","1440","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonCloudFront","Amazon CloudFront","Amazon Web Services, Inc.","CA-DataTransfer-Out-OBytes","","","$0.020 per GB - All data transfer out to Origin (Canada)","2016/09/01 0:00:00","2016/09/30 23:59:59","0.00003947","","USD","0.01","0","0","None","0.01"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonRoute53","Amazon Route 53","Amazon Web Services, Inc.","Health-Check-Non-AWS","","","$0.75 per Health Check for Health Checks of non-AWS endpoints","2016/09/01 0:00:00","2016/09/30 23:59:59","3","","USD","2.25","0","0.18","CT","2.43"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-BoxUsage:r3.large","RunInstances","","$0.2 per On Demand Linux r3.large Instance Hour","2016/09/01 0:00:00","2016/09/30 23:59:59","2880","","USD","576","0","46.08","CT","622.08"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-SpotUsage:c4.large","RunInstances:SV012","","c4.large Linux/UNIX Spot Instance-hour in Asia Pacific (Tokyo) in VPC Zone #12","2016/09/09 1:00:00","2016/09/30 23:59:59","333","","USD","7.89","0","0.63","CT","8.52"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","EBS:VolumeUsage.gp2","","","$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US East (Northern Virginia)","2016/09/01 0:00:00","2016/09/30 23:59:59","100.0000008","","USD","10","0","0.8","CT","10.8"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AWSCloudTrail","AWS CloudTrail","Amazon Web Services, Inc.","APN1-FreeEventsRecorded","","","0.0 per free event recorded in Asia Pacific (Tokyo) region","2016/09/01 0:00:00","2016/09/30 23:59:59","20030652","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","USW1-CloudFront-Out-Bytes","","","$0.00 per GB data transfer out of US West (Northern California) to CloudFront","2016/09/01 0:00:00","2016/09/30 23:59:59","2.09123627","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonElastiCache","Amazon ElastiCache","Amazon Web Services, Inc.","APN1-NodeUsage:cache.m3.medium","CreateCacheCluster:0002","","$0.12 per  Enhanced Medium Cache node-hour (or partial hour) running Redis","2016/09/01 0:00:00","2016/09/30 23:59:59","8640","","USD","1036.8","0","82.95","CT","1119.75"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonSNS","Amazon Simple Notification Service","Amazon Web Services, Inc.","APN1-Requests-Tier1","","","First 1,000,000 Amazon SNS API Requests per month are free","2016/09/01 0:00:00","2016/09/30 23:59:59","1000000","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","APN1-SAE1-AWS-In-Bytes","","","$0.00 per GB - Asia Pacific (Tokyo) data transfer from South America (Sao Paulo)","2016/09/01 0:00:00","2016/09/30 23:59:59","0.13722949","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonDynamoDB","Amazon DynamoDB","Amazon Web Services, Inc.","APN1-ReadCapacityUnit-Hrs","CommittedThroughput","","$0.00 per hour for 25 units of read capacity for a month (free tier)","2016/09/01 0:00:00","2016/09/30 23:59:59","18600","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonES","Amazon Elasticsearch Service","Amazon Web Services, Inc.","APN1-ES:GP2-Storage","ESDomain","","$0.162 per GB-month of general purpose provisioned storage - APN1","2016/09/01 0:00:00","2016/09/30 23:59:59","120.8333357","","USD","19.58","0","1.57","CT","21.15"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","datapipeline","AWS Data Pipeline","Amazon Web Services, Inc.","InactivePipelines","","","1 per month per inactive pipeline","2016/09/01 0:00:00","2016/09/30 23:59:59","1.0000008","","USD","1","0","0.08","CT","1.08"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-BoxUsage:m3.xlarge","RunInstances","","$0.385 per On Demand Linux m3.xlarge Instance Hour","2016/09/01 0:00:00","2016/09/30 23:59:59","720","","USD","277.2","0","22.18","CT","299.38"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","CW:Requests","","","$0.01 per 1,000 requests","2016/09/01 0:00:00","2016/09/30 23:59:59","3628839","","USD","36.29","0","2.9","CT","39.19"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AWSLambda","AWS Lambda","Amazon Web Services, Inc.","APN1-Lambda-GB-Second","","","AWS Lambda - Compute Free Tier - 400,000 GB-Seconds - Asia Pacific (Tokyo)","2016/09/01 0:00:00","2016/09/30 23:59:59","173021.1875","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-DedicatedUsage:m3.large","RunInstances","","$0.212 per Dedicated Usage Linux m3.large Instance Hour","2016/09/01 0:00:00","2016/09/30 23:59:59","720","","USD","152.64","0","12.21","CT","164.85"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-CW:MetricMonitorUsage","","","$0.00 per metric-month - first 10 metrics","2016/09/01 0:00:00","2016/09/30 23:59:59","10","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","APN1-TimedStorage-GlacierByteHrs","","","$0.0114 per GB / month of storage used - Amazon Glacier","2016/09/01 0:00:00","2016/09/30 23:59:59","296988.4007","","USD","3385.67","0","270.86","CT","3656.53"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-DedicatedUsage:m4.large","RunInstances","","$0.191 per Dedicated Usage Linux m4.large Instance Hour","2016/09/01 0:00:00","2016/09/30 23:59:59","720","","USD","137.52","0","11","CT","148.52"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonRDS","Amazon RDS Service","Amazon Web Services, Inc.","APN1-Multi-AZUsage:db.t2.small","CreateDBInstance:0014","","$0.112 per RDS db.t2.small Multi-AZ instance hour (or partial hour) running PostgreSQL","2016/09/01 0:00:00","2016/09/30 23:59:59","720","","USD","80.64","0","6.45","CT","87.09"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-BoxUsage:c4.2xlarge","RunInstances","","$0.531 per On Demand Linux c4.2xlarge Instance Hour","2016/09/01 0:00:00","2016/09/30 23:59:59","1440","","USD","764.64","0","61.18","CT","825.82"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonRDS","Amazon RDS Service","Amazon Web Services, Inc.","APN1-Multi-AZUsage:db.m3.xlarge","CreateDBInstance:0002","","$0.97 per RDS db.m3.xlarge Multi-AZ instance hour (or partial hour) running MySQL","2016/09/01 0:00:00","2016/09/30 23:59:59","1440","","USD","1396.8","0","111.74","CT","1508.54"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AWSSupportBusiness","AWS Support (Business)","Amazon Web Services, Inc.","Dollar","","","7% of monthly AWS usage from $10K-$80K","2016/09/01 0:00:00","2016/09/30 23:59:59","1844.376411","","USD","129.11","0","10.328965","CT","139.438965"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonCloudFront","Amazon CloudFront","Amazon Web Services, Inc.","US-Requests-HTTPS-Proxy","","","$0.0100 per 10,000 Proxy HTTPS Requests (US)","2016/09/01 0:00:00","2016/09/30 23:59:59","4076","","USD","0.01","0","0","None","0.01"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonCloudFront","Amazon CloudFront","Amazon Web Services, Inc.","AP-Requests-Tier1","","","$0.0090 per 10,000 HTTP Requests","2016/09/01 0:00:00","2016/09/30 23:59:59","9525898","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-EBSOptimized:r3.4xlarge","Hourly","","$0.10 for 2000 Mbps per r3.4xlarge instance-hour (or partial hour)","2016/09/01 0:00:00","2016/09/30 23:59:59","720","","USD","72","0","5.76","CT","77.76"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-BoxUsage:c3.large","RunInstances","","USD 0.0 per Linux/UNIX (Amazon VPC), c3.large instance-hour (or partial hour)","2016/09/01 0:00:00","2016/09/30 23:59:59","1440","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","APN1-EarlyDelete-ByteHrs","","","$0.0342 per GB - Glacier Early Delete","2016/09/01 0:00:00","2016/09/30 23:59:59","0.00000339","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonS3","Amazon Simple Storage Service","Amazon Web Services, Inc.","APN1-Requests-Tier1","","","$0.0047 per 1,000 PUT, COPY, POST, or LIST requests","2016/09/01 0:00:00","2016/09/30 23:59:59","41337015","","USD","194.28","0","15.54","CT","209.82"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","EUC1-CW:Requests","","","$0.01 per 1,000 requests","2016/09/01 0:00:00","2016/09/30 23:59:59","169798","","USD","1.7","0","0.14","CT","1.84"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","APN1-EU-AWS-In-Bytes","","","$0.00 per GB - Asia Pacific (Tokyo) data transfer from EU (Ireland)","2016/09/01 0:00:00","2016/09/30 23:59:59","3.12006902","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonRDS","Amazon RDS Service","Amazon Web Services, Inc.","APN1-RDS:Multi-AZ-PIOPS-Storage","CreateDBInstance","","$0.30 per GB-month of Multi-AZ Provisioned IOPS Storage","2016/09/01 0:00:00","2016/09/30 23:59:59","4100.000004","","USD","1230","0","98.4","CT","1328.4"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonElastiCache","Amazon ElastiCache","Amazon Web Services, Inc.","APN1-NodeUsage:cache.t2.small","CreateCacheCluster:0001","","$0.052 per T2 Small Cache node-hour (or partial hour) running Memcached","2016/09/01 0:00:00","2016/09/30 23:59:59","2516","","USD","130.83","0","10.47","CT","141.3"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonRDS","Amazon RDS Service","Amazon Web Services, Inc.","APN1-RDS:ChargedBackupUsage","","","$0.095 per additional GB-month of backup storage exceeding free allocation","2016/09/01 0:00:00","2016/09/30 23:59:59","209.4285359","","USD","19.9","0","1.6","CT","21.5"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-BoxUsage:c4.4xlarge","RunInstances","","$1.061 per On Demand Linux c4.4xlarge Instance Hour","2016/09/01 0:00:00","2016/09/30 23:59:59","6511","","USD","6908.17","0","552.65","CT","7460.82"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-DedicatedUsage:c3.2xlarge","RunInstances","","$0.562 per Dedicated Linux c3.2xlarge Instance Hour","2016/09/01 0:00:00","2016/09/30 23:59:59","720","","USD","404.64","0","32.37","CT","437.01"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonCloudWatch","AmazonCloudWatch","Amazon Web Services, Inc.","DashboardsUsageHour-Basic","DashboardHour","","$3.00 per Dashboard per Month","2016/09/01 0:00:00","2016/09/30 23:59:59","8.98334292","","USD","26.95","0","2.16","CT","29.11"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AWSCloudTrail","AWS CloudTrail","Amazon Web Services, Inc.","EU-FreeEventsRecorded","","","0.0 per free event recorded in EU (Dublin) region","2016/09/01 0:00:00","2016/09/30 23:59:59","696","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonSimpleDB","Amazon SimpleDB","Amazon Web Services, Inc.","APN1-TimedStorage-ByteHrs","","","$0.276 per GB-Month of storage used beyond first 1 free GB-Month","2016/09/01 0:00:00","2016/09/30 23:59:59","3.03088799","","USD","0.84","0","0.07","CT","0.91"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonSNS","Amazon Simple Notification Service","Amazon Web Services, Inc.","Requests-Tier1","","","First 1,000,000 Amazon SNS API Requests per month are free","2016/09/01 0:00:00","2016/09/30 23:59:59","2926","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","APN1-USE1-AWS-In-Bytes","","","$0.00 per GB - Asia Pacific (Tokyo) data transfer from US East (Northern Virginia)","2016/09/01 0:00:00","2016/09/30 23:59:59","407.0761718","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","USW1-EBS:VolumeUsage","","","$0.08 per GB-month of Magnetic provisioned storage - US West (Northern California)","2016/09/01 0:00:00","2016/09/30 23:59:59","253.9999945","","USD","20.32","0","1.62","CT","21.94"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-BoxUsage:t2.micro","RunInstances","","$0.020 per On Demand Linux t2.micro Instance Hour","2016/09/01 0:00:00","2016/09/30 23:59:59","15563","","USD","311.26","0","24.91","CT","336.17"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonEC2","Amazon Elastic Compute Cloud","Amazon Web Services, Inc.","APN1-DedicatedUsage:c3.large","RunInstances","","$0.141 per Dedicated Linux c3.large Instance Hour","2016/09/01 0:00:00","2016/09/30 23:59:59","1440","","USD","203.04","0","16.24","CT","219.28"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonRDS","Amazon RDS Service","Amazon Web Services, Inc.","APN1-InstanceUsage:db.m1.small","CreateDBInstance:0002","","$0.075 per RDS db.m1.small instance hour (or partial hour) running MySQL","2016/09/01 0:00:00","2016/09/30 23:59:59","4694","","USD","352.05","0","28.18","CT","380.23"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","APN1-DataTransfer-Out-Bytes","","","$0.135 per GB - next 40 TB / month data transfer out","2016/09/01 0:00:00","2016/09/30 23:59:59","40960","","USD","5529.6","0","442.364233","CT","5971.964233"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonCloudFront","Amazon CloudFront","Amazon Web Services, Inc.","IN-Requests-Tier2-HTTPS","","","$0.0120 per 10,000 HTTPS Requests (India)","2016/09/01 0:00:00","2016/09/30 23:59:59","61185","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","USW1-APN1-AWS-Out-Bytes","","","$0.02 per GB - US West (Northern California) data transfer to Asia Pacific (Tokyo)","2016/09/01 0:00:00","2016/09/30 23:59:59","0.00001008","","USD","0","0","0","None","0"
"12345678","ZZZ191002ZZZ","","PayerLineItem","","2016/09/01 0:00:00","2016/09/30 23:59:59","2016/10/03 12:05:23","","","","","AmazonDynamoDB","Amazon DynamoDB","Amazon Web Services, Inc.","APN1-ReadCapacityUnit-Hrs","CommittedThroughput","","$0.0001484 per hour for units of read capacity beyond the free tier","2016/09/01 0:00:00","2016/09/30 23:59:59","2583886","","USD","383.45","0","30.67","CT","414.12"
